,uid,lat,lon,poi,category
0,6,40.8340978041072,-73.94526722258809,21580,Food
1,6,40.567196,-73.882576,2392,Travel & Transport
2,6,40.6899127194574,-73.9815044403076,35589,Travel & Transport
3,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
4,6,40.8331652006224,-73.9418603427692,36348,Residence
5,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
6,6,40.7590904609109,-73.83005619049071,19163,Travel & Transport
7,6,40.759478666551104,-73.8300985117754,13172,Travel & Transport
8,6,40.6899127194574,-73.9815044403076,35589,Travel & Transport
9,6,40.848758995216,-73.9382779598236,10736,Travel & Transport
10,6,40.84884583332301,-73.9384174346924,363,Travel & Transport
11,6,40.88214078989179,-74.0422647901029,34767,Travel & Transport
12,6,40.91417799759071,-74.17763521463101,26558,Professional & Other Places
13,6,40.7572212983984,-73.9915466308594,35349,Travel & Transport
14,6,40.7617816261867,-73.9850546682068,27820,Food
15,6,40.815540684618,-73.9584234721819,4496,Travel & Transport
16,6,40.8331652006224,-73.9418603427692,33179,Residence
17,6,40.8341815824087,-73.945187330246,30840,Travel & Transport
18,6,40.8346576535679,-73.9451868588011,17000,Shop & Service
19,6,40.8331652006224,-73.9418603427692,33179,Residence
20,6,40.8341610206876,-73.94503761167971,27823,Food
21,6,40.8331652006224,-73.9418603427692,15703,Residence
22,6,40.660473835167,-73.83029108918642,22898,Travel & Transport
23,6,40.6086420833785,-73.8190376758575,35508,Outdoors & Recreation
24,6,40.73405557647629,-73.8708472251892,1655,Shop & Service
25,6,40.733372474683705,-73.8711404741537,15419,Travel & Transport
26,6,40.7631337910326,-73.8752118314646,33403,Travel & Transport
27,6,40.7572212983984,-73.9915466308594,35349,Travel & Transport
28,6,40.7564898726738,-73.9862680435181,21033,Outdoors & Recreation
29,6,40.815540684618,-73.9584234721819,4496,Travel & Transport
30,6,40.8331652006224,-73.9418603427692,36348,Residence
31,6,40.83128282647829,-73.941392502021,25127,Travel & Transport
32,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
33,6,40.8278390825735,-73.92576813697809,4278,Travel & Transport
34,6,40.8331652006224,-73.9418603427692,15703,Residence
35,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
36,6,40.6914746462291,-73.9873838424683,9227,Travel & Transport
37,6,40.7306323510853,-73.9996371281808,24929,College & University
38,6,40.8002312249141,-73.8288116455078,19147,Outdoors & Recreation
39,6,40.86046649134129,-73.92554283142091,1220,Travel & Transport
40,6,40.821344149632296,-73.9540386199951,16181,Travel & Transport
41,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
42,6,40.6897825572405,-73.9810752868652,24955,Food
43,6,40.6889893757358,-73.98129925131799,32848,Travel & Transport
44,6,40.662169710863296,-73.86484090153671,3325,Travel & Transport
45,6,40.6963140173316,-73.9906616720344,20072,Outdoors & Recreation
46,6,40.6887540940881,-73.9806412614152,3431,Food
47,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
48,6,40.7710592625284,-73.9176545604588,6483,Travel & Transport
49,6,40.7660790376824,-73.88352870941159,26534,Travel & Transport
50,6,40.803291864361896,-73.9328276594543,5841,Travel & Transport
51,6,40.6904333657826,-73.9852809906006,19281,Travel & Transport
52,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
53,6,40.6899127194574,-73.9815044403076,35589,Travel & Transport
54,6,40.6963140173316,-73.9906616720344,20072,Outdoors & Recreation
55,6,40.6887540940881,-73.9806412614152,3431,Food
56,6,40.7661619622658,-73.9775764953862,28739,Travel & Transport
57,6,40.8331652006224,-73.9418603427692,15703,Residence
58,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
59,6,40.7136501283367,-73.830267186553,21965,Travel & Transport
60,6,40.6901232953871,-73.9840790213382,14507,Food
61,6,40.8079950658704,-73.9638555049896,5679,Travel & Transport
62,6,40.8331652006224,-73.9418603427692,15703,Residence
63,6,40.675536508907705,-73.8717549157205,34228,Travel & Transport
64,6,40.6990888502098,-73.80676279569451,36806,Travel & Transport
65,6,40.7519046092262,-73.9866960394024,19161,Travel & Transport
66,6,40.7014573241921,-74.01321428847191,1483,Travel & Transport
67,6,40.8332608333333,-73.94581555,17083,College & University
68,6,40.8173027038574,-73.9585418701172,29183,Travel & Transport
69,6,40.773839,-73.87122,37696,Travel & Transport
70,6,40.7631337910326,-73.8752118314646,33403,Travel & Transport
71,6,40.7592855009274,-73.83078575134279,13077,Travel & Transport
72,6,40.7590904609109,-73.83005619049071,19163,Travel & Transport
73,6,40.83429877508829,-74.0979492166034,4550,Travel & Transport
74,6,40.91417799759071,-74.17763521463101,26558,Professional & Other Places
75,6,40.8331652006224,-73.9418603427692,15703,Residence
76,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
77,6,40.7700768232489,-73.917989730835,24630,Travel & Transport
78,6,40.773839,-73.87122,37696,Travel & Transport
79,6,40.8331652006224,-73.9418603427692,36348,Residence
80,6,40.6996886534352,-73.80783123752809,11835,Travel & Transport
81,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
82,6,40.6904333657826,-73.9852809906006,19281,Travel & Transport
83,6,40.8331652006224,-73.9418603427692,15703,Residence
84,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
85,6,40.8331652006224,-73.9418603427692,15703,Residence
86,6,40.5769992443877,-73.98152589797971,115,Professional & Other Places
87,6,40.6526759641946,-74.0021467208862,15348,Travel & Transport
88,6,40.6557390232741,-73.90721698547141,33086,Travel & Transport
89,6,40.6194741140845,-73.9899587631226,14246,Travel & Transport
90,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
91,6,40.6880585097395,-73.9804905425158,34060,Travel & Transport
92,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
93,6,40.6914746462291,-73.9873838424683,9227,Travel & Transport
94,6,40.83128282647829,-73.941392502021,25127,Travel & Transport
95,6,40.8331652006224,-73.9418603427692,15703,Residence
96,6,40.8341815824087,-73.945187330246,30840,Travel & Transport
97,6,40.6053194625755,-73.9804116926189,4360,Travel & Transport
98,6,40.5774555812085,-73.9812469482422,11376,Travel & Transport
99,6,40.7564898726738,-73.9862680435181,21033,Outdoors & Recreation
100,6,40.8341610206876,-73.94503761167971,27823,Food
101,6,40.5774555812085,-73.9812469482422,11376,Travel & Transport
102,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
103,6,40.815540684618,-73.9584234721819,4496,Travel & Transport
104,6,40.8192174354861,-73.9571721746063,29826,Travel & Transport
105,6,40.7564898726738,-73.9862680435181,21033,Outdoors & Recreation
106,6,40.855947020185205,-73.9008381921455,26217,Food
107,6,40.8660975573721,-73.8943862915039,29371,Travel & Transport
108,6,40.8331652006224,-73.9418603427692,15703,Residence
109,6,40.6880585097395,-73.9804905425158,34060,Travel & Transport
110,6,40.7679967046751,-73.9818906784058,13115,Travel & Transport
111,6,40.8331652006224,-73.9418603427692,36348,Residence
112,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
113,6,40.69014050272521,-73.9819765090942,22804,Food
114,6,40.750724,-73.987128,17844,Food
115,6,40.7497034836652,-73.9878129959106,799,Travel & Transport
116,6,40.7519046092262,-73.9866960394024,19161,Travel & Transport
117,6,40.6899127194574,-73.9815044403076,35589,Travel & Transport
118,6,40.8331652006224,-73.9418603427692,36348,Residence
119,6,40.8331652006224,-73.9418603427692,15703,Residence
120,6,40.5937675777609,-74.1353130340576,15321,Professional & Other Places
121,6,40.6336490127072,-74.1299458294018,15706,Travel & Transport
122,6,40.7449827019294,-73.90409938347992,36892,Travel & Transport
123,6,40.7669064372843,-73.9213804898498,20624,Travel & Transport
124,6,40.726102567113706,-73.8951482014169,25233,Food
125,6,40.775235,-73.9348447322845,26097,Travel & Transport
126,6,40.76500642014821,-73.88726234436041,3570,Travel & Transport
127,6,40.8331652006224,-73.9418603427692,15703,Residence
128,6,40.630727792284006,-73.9771270751953,33074,Travel & Transport
129,6,40.6347866881065,-74.02351989123409,15654,Travel & Transport
130,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
131,6,40.756506126666295,-73.9880275726318,34785,Travel & Transport
132,6,40.7600867919055,-73.99918377442721,32780,Travel & Transport
133,6,40.7317954706149,-73.9856725931168,18200,Food
134,6,40.7348919181315,-73.9912194013596,10333,Travel & Transport
135,6,40.7199733783619,-73.97875785827641,22187,Travel & Transport
136,6,40.7378241119311,-74.00020077824591,30909,Travel & Transport
137,6,40.7269335438612,-74.005880355835,6565,Travel & Transport
138,6,40.6887540940881,-73.9806412614152,3431,Food
139,6,40.8278390825735,-73.92576813697809,4278,Travel & Transport
140,6,40.8331652006224,-73.9418603427692,33179,Residence
141,6,40.756506126666295,-73.9880275726318,34785,Travel & Transport
142,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
143,6,40.6899127194574,-73.9815044403076,35589,Travel & Transport
144,6,40.815540684618,-73.9584234721819,4496,Travel & Transport
145,6,40.756506126666295,-73.9880275726318,34785,Travel & Transport
146,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
147,6,40.6904333657826,-73.9852809906006,19281,Travel & Transport
148,6,40.815540684618,-73.9584234721819,4496,Travel & Transport
149,6,40.6900872257332,-73.9817776229191,11007,Professional & Other Places
150,6,40.6880585097395,-73.9804905425158,34060,Travel & Transport
151,6,40.7795008576189,-73.9558461945179,8085,Travel & Transport
152,6,40.8278390825735,-73.92576813697809,4278,Travel & Transport
153,6,40.8331652006224,-73.9418603427692,36348,Residence
154,6,40.689612,-73.981096,36314,Food
155,6,40.7085883614824,-73.9910316467285,18603,Travel & Transport
156,6,40.7540712357943,-73.9844635415781,12893,Shop & Service
157,6,40.7586233891381,-73.98165136086159,37747,Travel & Transport
158,6,40.71163490408129,-74.01029350146509,17066,Travel & Transport
159,6,40.8340978041072,-73.94526722258809,21580,Food
160,7,40.7778713492554,-73.9547613949466,31849,Food
161,7,40.7719139204579,-73.95900893890409,13798,Shop & Service
162,7,40.772891,-73.958314,21794,Shop & Service
163,7,40.80159564768029,-73.94871711730958,36254,Shop & Service
164,7,40.8100901727589,-73.9432668685913,21986,Food
165,7,40.7713022794736,-73.961580379552,5049,Food
166,7,40.7245918871832,-73.9971470832825,33955,Shop & Service
167,7,40.726536,-74.002342,21194,Food
168,7,40.74267,-73.98247928,14180,Food
169,7,40.7428634599968,-73.98241467112591,5511,Shop & Service
170,7,40.8100901727589,-73.9432668685913,21986,Food
171,7,40.7736492592914,-73.98402163019159,4874,Arts & Entertainment
172,7,40.773045,-73.962333,6099,Shop & Service
173,7,40.7713022794736,-73.961580379552,5049,Food
174,7,40.788449729771294,-73.9488726854324,36256,Food
175,7,40.77211112866,-73.96095474201341,5551,Food
176,7,40.7719139204579,-73.95900893890409,13798,Shop & Service
177,7,40.7740337440581,-73.9668488502502,34070,Outdoors & Recreation
178,7,40.7933676541078,-73.9482980610387,10773,Professional & Other Places
179,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
180,7,40.77211112866,-73.96095474201341,5551,Food
181,7,40.793673777441896,-73.9488433773094,10773,Professional & Other Places
182,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
183,7,40.7719139204579,-73.95900893890409,13798,Shop & Service
184,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
185,7,40.8100901727589,-73.9432668685913,21986,Food
186,7,40.725535930757104,-73.9967849987352,33223,Shop & Service
187,7,40.7264538361829,-73.9985954761505,28300,Food
188,7,40.793673777441896,-73.9488433773094,10773,Professional & Other Places
189,7,40.7719139204579,-73.95900893890409,13798,Shop & Service
190,7,40.77211112866,-73.96095474201341,5551,Food
191,7,40.68670740090929,-73.9777708053589,3061,Arts & Entertainment
192,7,40.7380018107768,-74.0042853768993,30904,Nightlife Spot
193,7,40.7934342426835,-73.9487056133441,10773,Professional & Other Places
194,7,40.77211112866,-73.96095474201341,5551,Food
195,7,40.7738468721964,-73.95948886871341,37594,Food
196,7,40.728156,-73.98126203738279,36837,Nightlife Spot
197,7,40.7380050098572,-74.00434850048791,22542,Food
198,7,40.803423,-73.952767,12382,Food
199,7,40.78345,-73.979015,22188,Shop & Service
200,7,40.8343774556165,-73.9387117240386,16537,Outdoors & Recreation
201,7,40.8100901727589,-73.9432668685913,21986,Food
202,7,40.80783255,-73.96386427142859,23814,Food
203,7,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
204,7,40.79409,-73.96717,18749,Shop & Service
205,7,40.7948354482357,-73.9659827441092,8841,Shop & Service
206,7,40.7738468721964,-73.95948886871341,37594,Food
207,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
208,7,40.778438969615294,-73.9545145753308,31344,Shop & Service
209,7,40.774626,-73.959236,24766,Food
210,7,40.77211112866,-73.96095474201341,5551,Food
211,7,40.798840233333294,-73.9413653522039,22660,Food
212,7,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
213,7,40.8100901727589,-73.9432668685913,21986,Food
214,7,40.8109912422444,-73.9431605322863,14045,Food
215,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
216,7,40.774626,-73.959236,24766,Food
217,7,40.8017905629288,-73.95734310150151,3009,Food
218,7,40.8050275833333,-73.954893,21042,Food
219,7,40.8100901727589,-73.9432668685913,21986,Food
220,7,40.77211112866,-73.96095474201341,5551,Food
221,7,40.7700370337261,-73.9550656140391,30966,Nightlife Spot
222,7,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
223,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
224,7,40.774626,-73.959236,24766,Food
225,7,40.77211112866,-73.96095474201341,5551,Food
226,7,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
227,7,40.790969870286204,-73.9470514655113,10605,Food
228,7,40.800181362525,-73.9452787031264,11978,Shop & Service
229,7,40.752207,-73.979723,7645,Travel & Transport
230,7,40.793673777441896,-73.9488720781232,10773,Professional & Other Places
231,7,40.76,-73.975496,12226,Food
232,7,40.761396839012,-73.9769857493038,35418,Arts & Entertainment
233,7,40.7317183252113,-73.98555396792241,17588,Food
234,7,40.7317954706149,-73.9856725931168,18200,Food
235,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
236,7,40.77211112866,-73.96095474201341,5551,Food
237,7,40.773596339122896,-73.95992731449799,29018,Food
238,7,40.8100901727589,-73.9432668685913,21986,Food
239,7,40.773045,-73.962333,6099,Shop & Service
240,7,40.774111,-73.959546,9943,Shop & Service
241,7,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
242,7,40.683108648692205,-73.9352444529616,11106,Nightlife Spot
243,7,40.6817293561679,-73.9346015084612,21736,Nightlife Spot
244,7,40.8098120013228,-73.95910077666021,6692,College & University
245,7,40.8051984317441,-73.9620453015463,30864,Food
246,7,40.8144053164921,-73.94437173850459,3981,Arts & Entertainment
247,7,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
248,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
249,7,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
250,7,40.8100901727589,-73.9432668685913,21986,Food
251,7,40.77211112866,-73.96095474201341,5551,Food
252,7,40.77211112866,-73.96095474201341,5551,Food
253,7,40.7934045676619,-73.9485678492806,10773,Professional & Other Places
254,7,40.800181362525,-73.9452787031264,11978,Shop & Service
255,7,40.77211112866,-73.96095474201341,5551,Food
256,7,40.773045,-73.962333,6099,Shop & Service
257,7,40.774626,-73.959236,24766,Food
258,7,40.774506025762,-73.9589859794582,25560,Food
259,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
260,7,40.77211112866,-73.96095474201341,5551,Food
261,7,40.7713022794736,-73.961580379552,5049,Food
262,7,40.8076076207769,-73.9507376218782,22613,Outdoors & Recreation
263,7,40.77211112866,-73.96095474201341,5551,Food
264,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
265,7,40.8144053164921,-73.94437173850459,3981,Arts & Entertainment
266,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
267,7,40.733879,-73.988185,20603,Shop & Service
268,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
269,7,40.674455,-73.9262,23888,Arts & Entertainment
270,7,40.8100901727589,-73.9432668685913,21986,Food
271,7,40.8085341590656,-73.9451237158023,18125,Food
272,7,40.8092700031352,-73.9490711688995,6477,Outdoors & Recreation
273,7,40.77211112866,-73.96095474201341,5551,Food
274,7,40.7685355207664,-73.95557647143721,20199,Food
275,7,40.737269,-73.990717,19511,Food
276,7,40.735282496916206,-73.9904031515828,32276,Outdoors & Recreation
277,7,40.7442247187833,-73.9840388475374,33758,Nightlife Spot
278,7,40.77211112866,-73.96095474201341,5551,Food
279,7,40.7713022794736,-73.961580379552,5049,Food
280,7,40.7685355207664,-73.95557647143721,20199,Food
281,7,40.728276877335205,-73.9992813316546,23192,Arts & Entertainment
282,7,40.7448646832347,-73.998879625105,21065,Food
283,12,40.764016,-73.82947598,35762,Shop & Service
284,12,40.703531656325495,-73.8023051484212,1012,Food
285,12,40.7621682440437,-73.831570989716,12237,Shop & Service
286,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
287,12,40.703531656325495,-73.8023051484212,1012,Food
288,12,40.605899322425,-73.98453814989371,34102,Shop & Service
289,12,40.5995839036343,-73.9897950936081,25551,Food
290,12,40.6090407520337,-73.9997404238227,22160,Food
291,12,40.7633342907454,-73.80931,13829,Food
292,12,40.764016,-73.82947598,35762,Shop & Service
293,12,40.7029276571656,-73.80001544952391,20318,Food
294,12,40.707808454756,-73.803184048129,5617,Travel & Transport
295,12,40.70216749383471,-73.80146071170891,1012,Food
296,12,40.707808454756,-73.803184048129,5617,Travel & Transport
297,12,40.7577822461974,-73.8279467402784,36811,Shop & Service
298,12,40.7619847072611,-73.83173755425841,12237,Shop & Service
299,12,40.707808454756,-73.803184048129,5617,Travel & Transport
300,12,40.7577822461974,-73.8279467402784,36811,Shop & Service
301,12,40.764123,-73.828082,15578,Food
302,12,40.7075979146101,-73.8028049153983,5617,Travel & Transport
303,12,40.764016,-73.82947598,35762,Shop & Service
304,12,40.70216749383471,-73.80146071170891,1012,Food
305,12,40.6930853448663,-73.9284825325012,19804,Travel & Transport
306,12,40.7173249642038,-73.998368882704,17791,Food
307,12,40.75811474431929,-73.8296397775412,27923,Food
308,12,40.6018028609907,-73.9932499061474,16786,Food
309,12,40.605899322425,-73.98453814989371,34102,Shop & Service
310,12,40.605899322425,-73.98453814989371,34102,Shop & Service
311,12,40.7829298614522,-73.83085012435909,2295,Shop & Service
312,12,40.7832223163163,-73.8334465026855,16648,Shop & Service
313,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
314,12,40.7075979146101,-73.8028049153983,5617,Travel & Transport
315,12,40.757850834168,-73.8283028501382,36811,Shop & Service
316,12,40.7075979146101,-73.8028049153983,5617,Travel & Transport
317,12,40.7574933691135,-73.8274757552858,13248,Shop & Service
318,12,40.760839874025706,-73.83064052313891,23534,Food
319,12,40.76007039918171,-73.8302040064457,12841,Shop & Service
320,12,40.70216749383471,-73.80146071170891,1012,Food
321,12,40.7574933691135,-73.8274757552858,13248,Shop & Service
322,12,40.757850834168,-73.8283028501382,36811,Shop & Service
323,12,40.760839874025706,-73.83064052313891,23534,Food
324,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
325,12,40.70216749383471,-73.80146071170891,1012,Food
326,12,40.70216749383471,-73.80146071170891,1012,Food
327,12,40.7158098208652,-73.9962914669973,5231,Food
328,12,40.75811474431929,-73.8296397775412,27923,Food
329,12,40.7075979146101,-73.8028049153983,5617,Travel & Transport
330,12,40.718391,-73.998476,25503,Food
331,12,40.7180903207538,-73.99999866268371,28577,Food
332,12,40.7181985851302,-74.000417582762,17513,Professional & Other Places
333,12,40.719043,-73.996514081955,31414,Shop & Service
334,12,40.605027504874,-73.9804116926189,34632,Food
335,12,40.605899322425,-73.98453814989371,34102,Shop & Service
336,12,40.605899322425,-73.98453814989371,34102,Shop & Service
337,12,40.6419795742237,-74.002468585968,13862,Food
338,12,40.684309264597104,-73.9765319385003,36351,Shop & Service
339,12,40.6456291954429,-73.9138539241231,2040,Shop & Service
340,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
341,12,40.757850834168,-73.8283028501382,36811,Shop & Service
342,12,40.70216749383471,-73.80146071170891,1012,Food
343,12,40.7073806659117,-73.80256939318629,5617,Travel & Transport
344,12,40.7618764811668,-73.831456117536,12237,Shop & Service
345,12,40.7639626095191,-73.8291241978544,35762,Shop & Service
346,12,40.764123,-73.828082,15578,Food
347,12,40.701922452729896,-73.80181112465749,1012,Food
348,12,40.757850834168,-73.8283028501382,36811,Shop & Service
349,12,40.7582439108545,-73.8291127104973,7788,Food
350,12,40.76007039918171,-73.8302040064457,12841,Shop & Service
351,12,40.747614599377705,-73.883957862854,37560,Travel & Transport
352,12,40.7073806659117,-73.80256939318629,5617,Travel & Transport
353,12,40.7064754390953,-73.8027072598808,1012,Food
354,12,40.7179288362234,-74.00093979691891,35779,Shop & Service
355,12,40.720288,-73.99952352046971,24890,Food
356,12,40.75811474431929,-73.8296397775412,27923,Food
357,12,40.7073806659117,-73.80256939318629,5617,Travel & Transport
358,12,40.7159082473717,-73.9973244389484,7049,Professional & Other Places
